street_address,price,beds,baths,sqft,price/sqft,prop type,county,community,built,parking,air conditioning,kitchen,dishwasher,laundry,heating,elevator
143 Highland St,519000,3,3,"2,512",$207 / Sq. Ft.,Single Family Detached,Essex,Hamilton,1976,,,True,,,,
19 Norman Rd,539000,3,1.5,"1,640",$329 / Sq. Ft.,Single Family Detached,Essex,Winthrop,1949,,,True,,,,
10 Bridge St,699000,3,3,"2,554",$274 / Sq. Ft.,Single Family Detached,Essex,Hamilton,1929,,,True,,True,True,
359 LAKE Dr,399900,4,1,"1,476",$271 / Sq. Ft.,Single Family Detached,Essex,Hamilton,1953,,,True,,,,
171 Highland,398500,3,2,"1,700",$234 / Sq. Ft.,Single Family Detached,Essex,Hamilton,1950,,,,,,,
17 Arlington St,549000,3,2,"1,800",$305 / Sq. Ft.,Single Family Detached,Essex,South Hamilton,1880,,,True,,True,,
18 Meyer Rd Lot 2,899900,4,2.5,"3,000",$300 / Sq. Ft.,Single Family Detached,Essex,Hamilton,2016,,,True,,True,,
358 Chebacco Rd,2495000,4,4.5,"7,600",$328 / Sq. Ft.,Single Family Detached,Essex,Hamilton,2004,,,,,,,
468 Highland St,3500000,5,4.5,"5,499",$636 / Sq. Ft.,Single Family Detached,Essex,South Hamilton,1740,,,,,,,
27 Leigh Rd,345000,2,1,"1,026",$336 / Sq. Ft.,Single Family Detached,Essex,South Hamilton,1940,,,True,,,True,
49 Bridge,899999,4,4.5,"3,600",$250 / Sq. Ft.,Single Family Detached,Essex,Hamilton,2012,,,True,,,,
649 Bay Rd,1950000,3,2.5,"3,541",$551 / Sq. Ft.,Equestrian,Essex,Hamilton,2014,,,True,,,,
49 Chestnut St,699900,4,3.5,"3,099",$226 / Sq. Ft.,Single Family Detached,Essex,Hamilton,1690,,,,,,,
968 BAY Rd,825000,4,4,"3,567",$231 / Sq. Ft.,Single Family Detached,Essex,Hamilton,1680,,,True,,True,True,
4 Patton Rdg #4,777500,2,3,"3,147",$247 / Sq. Ft.,Condominium,Essex,Hamilton,2017,,,True,,,,
195 Woodbury St,1185000,4,4.5,"3,600",$329 / Sq. Ft.,Single Family Detached,Essex,Hamilton,1972,,,True,,True,True,True
300 Willow St #3,589000,3,2.5,"3,584",$164 / Sq. Ft.,Single Family Attached,Essex,Hamilton,1986,,,True,,,,
75 Autumn Ln,1295000,5,3.5,"4,301",$301 / Sq. Ft.,Single Family Detached,Essex,Hamilton,1992,,,True,,,,
7 McClintock,24900,2,1,634,$39 / Sq. Ft.,Single Family Detached,Essex,Asbury Grove,1900,,,True,,,,
85 GREGORY ISLAND Rd,899900,5,4.5,"3,942",$228 / Sq. Ft.,Single Family Detached,Essex,Hamilton,1986,,,True,,,True,
341 CUTLER Rd,899000,4,3.5,"3,434",$262 / Sq. Ft.,Single Family Detached,Essex,Hamilton,1988,,,True,,,True,
572 Highland St,995000,3,2.5,"3,600",$276 / Sq. Ft.,Single Family Detached,Essex,Hamilton,1990,,,,,,,
401 Bay Rd,949000,3,2.5,"3,875",$245 / Sq. Ft.,Single Family Detached,Essex,Hamilton,1989,,,True,,,,
115 Gregory Island Rd,499900,3,1,—,Sq. Ft.,Single Family Detached,Essex,Hamilton,1988,,,,,,,
7 Kinsman Ln,2150000,9,7,"7,272",$296 / Sq. Ft.,Single Family Detached,Essex,Hamilton,1998,,,True,,,,
29 Black Brook Rd,3800000,5,6,"7,657",$496 / Sq. Ft.,Equestrian,Essex,South Hamilton,2002,,,True,,,True,
34 Black Brook Rd,1995000,3,2.5,"2,626",$760 / Sq. Ft.,Single Family Detached,Essex,South Hamilton,1959,,,True,,,,
38 Gardner St,2850000,5,5,"4,570",$624 / Sq. Ft.,Single Family Detached,Essex,Hamilton,1799,,,True,,,,
15 Don Byrne Way,1495000,5,4,"5,171",$289 / Sq. Ft.,Single Family Detached,Essex,Hamilton,1978,,,True,,,True,
3 Arabian Way,499900,—,—,—,Sq. Ft.,Residential,Essex,Hamilton,,,,,,,,
180 Bridge St,1195000,5,3.5,"3,348",$357 / Sq. Ft.,Single Family Detached,Essex,Miles River,1690,,,True,,,True,
62 Kinsman Cir,559000,4,2.5,"2,391",$234 / Sq. Ft.,Single Family Detached,Essex,Kinsman Corner,1985,,,True,,True,,
8 North St,365000,2,1,664,$550 / Sq. Ft.,Single Family Detached,Essex,Topsfield,1951,,,,,,,
48 CANDLEWOOD Dr,995000,4,2.5,"5,271",$189 / Sq. Ft.,Single Family Detached,Essex,Topsfield,2000,,,True,,,True,
32 Summer St,599900,3,2.5,"3,016",$199 / Sq. Ft.,Single Family Detached,Essex,Topsfield,2016,,,,,,,
17 Alderbrook Dr,839000,4,4,"4,689",$179 / Sq. Ft.,Single Family Detached,Essex,Meredith Hill,1970,,,,,,,
16 ENGLISH COMMONS #16,775000,2,3.5,"3,000",$258 / Sq. Ft.,Condominium,Essex,Topsfield,2011,,,True,,,,
22 English Commons #22,769900,2,3.5,"3,000",$257 / Sq. Ft.,Condominium,Essex,Topsfield,2012,,,True,,True,,
21 English Commons #21,899000,2,3.5,"3,900",$231 / Sq. Ft.,Condominium,Essex,Topsfield,2013,,,True,,,,
36 Alderbrook Dr,729900,4,2.5,"3,747",$195 / Sq. Ft.,Single Family Detached,Essex,Topsfield,1982,,,True,,,True,
82 Coppermine Rd,1775000,5,4.5,"7,300",$243 / Sq. Ft.,Single Family Detached,Essex,Topsfield,2000,,,True,,True,,
216 Haverhill Rd,999900,5,3,"5,930",$169 / Sq. Ft.,Single Family Detached,Essex,Topsfield,1993,,,,,,,
102 River Rd,1249000,4,3,"4,578",$273 / Sq. Ft.,Single Family Detached,Essex,Topsfield,2001,,,True,,True,,
103 River Rd,1350000,4,3.5,"3,521",$383 / Sq. Ft.,Single Family Detached,Essex,Topsfield,2003,True,,True,,,,
49 Rowley Rd,3300000,5,6.5,"8,108",$407 / Sq. Ft.,Single Family Detached,Essex,Topsfield,2010,,,,,,,
5 Orchard Ln,350000,—,—,—,Sq. Ft.,Residential,Essex,Topsfield,,,,,,,,
76 CAMPMEETING,1799000,4,4,"5,516",$326 / Sq. Ft.,Single Family Detached,Essex,Topsfield,1908,,,True,,,,
105 Hill St,4995000,7,8.5,"12,491",$400 / Sq. Ft.,Single Family Detached,Essex,Topsfield,1905,,,,,,,
4 Howard St,449000,3,2,"1,600",$281 / Sq. Ft.,Single Family Detached,Essex,Wenham,1967,,,True,,,,
15 REGWILL Ave,629000,4,1.5,"2,192",$287 / Sq. Ft.,Single Family Detached,Essex,Wenham,1960,,,True,,,,
358 Grapevine Rd Unit A,429900,3,3,"2,490",$173 / Sq. Ft.,Single Family Detached,Essex,Wenham Neck,1910,,,,,,,
10 Friend Ct #2,429000,2,1.5,969,$443 / Sq. Ft.,Condominium,Essex,Wenham,1900,,,True,,True,,
22 Kimball Ave,639000,5,4.5,"3,281",$195 / Sq. Ft.,Single Family Detached,Essex,Wenham,1965,,,,,,,
22 LAKE Ave,485000,3,3,"1,446",$335 / Sq. Ft.,Single Family Detached,Essex,Wenham,1960,,,,,,,
57 Walnut Rd,5300000,7,6.5,"8,986",$590 / Sq. Ft.,Single Family Detached,Essex,Wenham,2004,,,True,,,,
19 William Fairfield Dr,1280000,5,4,"3,667",$349 / Sq. Ft.,Single Family Detached,Essex,Tucker Estate,1982,,,True,,,,
50 William Fairfield Dr,598000,—,—,—,Sq. Ft.,Residential,Essex,Wenham,,,,,,,,
2 Miles River Ln,1489900,5,4.5,"4,780",$312 / Sq. Ft.,Single Family Attached,Essex,Wenham,2016,,,,,,,
1 Miles River Ln,469900,—,—,—,Sq. Ft.,Residential,Essex,Wenham,,,,,,,,
76 Topsfield Rd,1950000,7,7.5,"7,342",$266 / Sq. Ft.,Single Family Detached,Essex,Wenham,1926,,,True,,,,
7 Cedar St,725000,3,2.5,"2,446",$296 / Sq. Ft.,Single Family Detached,Essex,Wenham,1971,,,True,,True,,
34 Main St,1749000,6,5.5,"5,802",$301 / Sq. Ft.,Single Family Detached,Essex,Wenham,2004,,,True,,True,,
358R Grapevine,364900,3,2,"1,652",$221 / Sq. Ft.,Single Family Detached,Essex,Wenham,1915,True,,,,,True,
1 Settlers' Ln,990000,4,2.5,"2,622",$378 / Sq. Ft.,Single Family Detached,Essex,Settlers' Lane,2016,,,True,,True,,
30-R Monument St,444000,—,—,—,Sq. Ft.,Residential,Essex,Wenham,,,,,,,,
59 Walnut Rd,5995000,6,4.5,"7,760",$773 / Sq. Ft.,Single Family Detached,Essex,Wenham,1898,True,,,,,,
1 Nelson Ave Ext,295000,—,—,—,Sq. Ft.,Residential,Essex,Wenham,,,,,,,,
114 Larch Row,2499000,5,4,"4,949",$505 / Sq. Ft.,Single Family Detached,Essex,Wenham,2000,,,,,,True,
11 William Fairfield Dr,1795000,5,6,"5,735",$313 / Sq. Ft.,Single Family Detached,Essex,Wenham,1912,,,True,,,,
7 Middlewood Dr #7,549000,3,2.5,"2,561",$214 / Sq. Ft.,Condominium,Essex,Wenham,2015,,,True,,,,
Grapevine Rd,3600000,4,3,"3,200",$1125 / Sq. Ft.,Single Family,Essex,Wenham,2000,,,True,,,,
77 Bridge St,150000,—,—,—,Sq. Ft.,Non-Buildable,Essex,West Newbury,,,,,,,,
10 Robin Rd,550000,3,2,"2,389",$230 / Sq. Ft.,Single Family Detached,Essex,West Newbury,1975,,,True,,,,
7 Ridgeway Cir #7,559900,3,2.5,"2,300",$243 / Sq. Ft.,Condominium,Essex,West Newbury,2008,,True,True,,,,
8 Archelaus Hl,679900,3,2.5,"3,760",$181 / Sq. Ft.,Single Family Detached,Essex,West Newbury,1979,,,True,,,,
238 Main St,375000,3,1,"1,553",$241 / Sq. Ft.,Single Family Detached,Essex,West Newbury,1746,,True,True,,,,
156 Bachelor,524900,4,2,"1,693",$310 / Sq. Ft.,Single Family Detached,Essex,West Newbury,1967,,,True,,,,
36 Way To The River Rd,999000,4,4.5,"5,000",$200 / Sq. Ft.,Single Family Detached,Essex,West Newbury,2003,,,,,,,
58 Ash St,265000,—,—,—,Sq. Ft.,Residential,Essex,West Newbury,,,,,,,,
Lot 1 Middle St,275000,—,—,—,Sq. Ft.,Residential,Essex,West Newbury,,,,,,,,
15 Church St,325000,4,2,"2,100",$155 / Sq. Ft.,Single Family Detached,Essex,West Newbury,1880,,,True,True,True,,
Lot 1 Garden St,325000,—,—,—,Sq. Ft.,Residential,Essex,West Newbury,,,,,,,,
4 Stewart St,529900,3,2.5,"2,038",$260 / Sq. Ft.,Single Family Attached,Essex,West Newbury,2004,,,True,,,,
4 Stewart St #4,529900,3,2.5,"2,038",$260 / Sq. Ft.,Condominium,Essex,West Newbury,2004,,,True,,,,
3 Dole Pl,1149900,5,4,"5,100",$225 / Sq. Ft.,Single Family Detached,Essex,Twig Rush,2006,,,True,,,,
29 Turkey Hill Rd,984500,6,5,"5,575",$177 / Sq. Ft.,2 Family,Essex,West Newbury,2011,,,True,,,,
Lot 8A Crane Neck St,275000,—,—,—,Sq. Ft.,Residential,Essex,West Newbury,,,,,,,,
178 Main St,549900,4,2.5,"2,640",$208 / Sq. Ft.,Single Family Detached,Essex,West Newbury,1752,True,,True,,,True,
11 Worths Ln,399900,3,1,"2,098",$191 / Sq. Ft.,Single Family Detached,Essex,West Newbury,1726,,,,,,,
463 Main St,624900,4,2.5,"2,940",$213 / Sq. Ft.,Single Family Detached,Essex,West Newbury,2016,,,,,,,
8 Cortland Ln,889900,5,4.5,"5,505",$162 / Sq. Ft.,Single Family Detached,Essex,West Newbury,2002,,,True,,,,
0 Bachelor St,230000,—,—,—,Sq. Ft.,Residential,Essex,West Newbury,,,,,,,,
124 Main,525000,5,2,"2,934",$179 / Sq. Ft.,Single Family Detached,Essex,West Newbury,1726,,,True,,,,
Lot 1B Main St,699900,4,2.5,"3,000",$233 / Sq. Ft.,Single Family Detached,Essex,West Newbury,2017,,,True,,,,
Lot 58-60 Dole Pl,1599000,—,—,—,Sq. Ft.,Residential,Essex,West Newbury,,,,,,,,
117 Indian Hl,295000,—,—,—,Sq. Ft.,Residential,Essex,West Newbury,,,,,,,,
905 main,588325,4,3.5,"3,587",$164 / Sq. Ft.,Single Family Detached,Essex,West Newbury,1724,,,True,,,,
519 Main St,950000,5,3.5,"3,100",$306 / Sq. Ft.,Single Family Detached,Essex,West Newbury,1973,,,True,,,,
112 Crane Neck St,699000,4,2.5,"3,212",$218 / Sq. Ft.,Single Family Detached,Essex,West Newbury,1775,,,,,,,
168 Garden St,2495000,4,4,"2,700",$924 / Sq. Ft.,Equestrian,Essex,West Newbury,2009,,,,,,,
24 Moody Ln #24,724000,4,4,"3,476",$208 / Sq. Ft.,Condominium,Essex,West Newbury,2008,,,True,,,,
0 (OFF) Church St,59900,—,—,—,Sq. Ft.,Non-Buildable,Essex,West Newbury,,,,,,,,
15 (Lot 1) Sullivans Ct,749900,4,3,"2,627",$285 / Sq. Ft.,Single Family Detached,Essex,West Newbury,2016,,,True,,,,
Lot 2 Sullivan's Ct,329900,—,—,—,Sq. Ft.,Residential,Essex,West Newbury,,,,,,,,
Lot 4 Sullivan's Ct,329900,—,—,—,Sq. Ft.,Residential,Essex,West Newbury,,,,,,,,
Lot 6 Sullivan's Ct,529900,—,—,—,Sq. Ft.,Residential,Essex,West Newbury,,,,,,,,
Lot 3 Sullivan's Ct,529900,—,—,—,Sq. Ft.,Residential,Essex,West Newbury,,,,,,,,
13 Norino Dr,365000,—,—,—,Sq. Ft.,Residential,Essex,West Newbury,,,,,,,,
12 Mirra Way,340000,—,—,—,Sq. Ft.,Residential,Essex,West Newbury,,,,,,,,
28 Coffin St,1200000,—,—,—,Sq. Ft.,Residential,Essex,West Newbury,,,,,,,,
7 Wilder Rd,504900,3,2,"1,620",$312 / Sq. Ft.,Single Family Detached,Plymouth,Norwell,1953,,,True,,,,
1 Oak Ct #1,344444,2,2.5,"1,560",$221 / Sq. Ft.,Condominium,Plymouth,Rockland,1988,,,True,,True,,
232 High St,625000,5,3,"3,144",$199 / Sq. Ft.,Single Family Detached,Plymouth,Norwell,1900,,,True,,True,,
51 Wanders Dr,1329000,4,3.5,"3,120",$426 / Sq. Ft.,Single Family Detached,Plymouth,Wanders Drive,1972,,,True,,,,
210 CHARLES St,1599900,6,4.5,"4,030",$397 / Sq. Ft.,Single Family Detached,Plymouth,Hingham,1825,,,True,,,,
33 Farm Hill Ln,799900,4,2,"3,292",$243 / Sq. Ft.,Single Family Detached,Plymouth,Assinippi,1979,True,,True,,True,,
498 Cushing St,645000,2,1.5,"2,100",$307 / Sq. Ft.,Single Family Detached,Plymouth,South Hingham,2017,,,True,,,,
57 Brantwood Rd,485000,3,1.5,"1,450",$334 / Sq. Ft.,Single Family Detached,Plymouth,Norwell,1957,,,True,,,,
29 Knollwood Rd,499500,3,1.5,"1,721",$290 / Sq. Ft.,Single Family Detached,Plymouth,Norwell,1952,,,,,True,,
115 Prospect St,1985000,4,3.5,"2,847",$697 / Sq. Ft.,Single Family Detached,Plymouth,South Hingham,1973,,,True,,,True,
155 Grove St,400000,3,1.5,"1,376",$291 / Sq. Ft.,Single Family Detached,Plymouth,Norwell,1955,,,True,,True,,
2 Redwood Ct #2,285000,2,2.5,"1,560",$183 / Sq. Ft.,Condominium,Plymouth,Rockland,1989,,,True,True,,,
36 Dana Rd,439000,3,2,"1,592",$276 / Sq. Ft.,Single Family Detached,Plymouth,Norwell,1955,,,True,,,,
40 Bay Path Ln,874900,4,2.5,"3,992",$219 / Sq. Ft.,Single Family Detached,Plymouth,Norwell,1984,,,True,,True,,
245 Center St,389900,3,2,"1,729",$226 / Sq. Ft.,Single Family Detached,Norfolk,Bellingham,1984,,,True,,,,
389 Hartford Ave #389,339900,3,2.5,"2,499",$136 / Sq. Ft.,Single Family Attached,Norfolk,Bellingham,1900,True,,True,,True,,
29 LITTLE TREE Ln,264900,3,1,"1,008",$263 / Sq. Ft.,Single Family Detached,Norfolk,Bellingham,1968,,,True,,True,True,
22 Bucky Dr #22,215000,2,1.5,"1,800",$119 / Sq. Ft.,Condominium,Norfolk,Bellingham,1996,,,True,,True,,
206 Farm St #206,299900,2,1.5,"2,100",$143 / Sq. Ft.,Condex,Norfolk,Bellingham,1984,,,True,,,,
62 Bruce Rd,249900,3,2,"1,364",$183 / Sq. Ft.,Single Family Detached,Norfolk,Bellingham,1969,,,,,,,
230 Depot St,319900,3,3,"1,950",$164 / Sq. Ft.,Single Family Detached,Norfolk,Bellingham,1984,,,True,,True,,
31 Oswego St,319900,3,2,"1,848",$173 / Sq. Ft.,Single Family Detached,Norfolk,South Bellingham,1969,,,,,,True,
20 Main Ave,379900,3,2.5,"2,371",$160 / Sq. Ft.,Single Family Detached,Norfolk,Bellingham,2001,,,True,,,,
201 Old Bridge Ln Unit 2A,349990,2,2.5,"2,035",$172 / Sq. Ft.,Condominium,Norfolk,Bellingham,2016,True,,,,True,,
74 Lakeshore Dr,214900,3,1,"1,508",$143 / Sq. Ft.,Single Family Detached,Norfolk,Bellingham,1972,True,,,,,,
142 Garden St,214900,3,1,"1,732",$124 / Sq. Ft.,Single Family Detached,Norfolk,Bellingham,1950,True,,True,,True,,
8 Woodside Ln,504999,6,3.5,"2,950",$171 / Sq. Ft.,Single Family Detached,Norfolk,Bellingham,1998,,,True,,True,,
111 SUFFOLK St,174900,3,1.5,"2,239",$78 / Sq. Ft.,Single Family Detached,Norfolk,Bellingham,1929,,,True,,,,
15 Pearl St,129900,—,—,—,Sq. Ft.,Residential,Norfolk,Bellingham,,,,,,,,
101 Essex St,249000,3,1,"1,375",$181 / Sq. Ft.,Single Family Detached,Norfolk,Bellingham,1946,,,True,,True,,
307 Hartford Ave,364900,6,3,"2,085",$175 / Sq. Ft.,3 Family,Norfolk,Bellingham,1915,,,,,,,
1 Country Side Rd #1,259900,2,2,"1,820",$143 / Sq. Ft.,Condominium,Norfolk,Bellingham,1995,,,,,True,,
80 Stockholm St,269900,4,2,"1,901",$142 / Sq. Ft.,2 Family,Norfolk,Bellingham,1930,,,,,,,
79 Mehanic St,349900,3,1,"1,949",$180 / Sq. Ft.,Single Family Detached,Norfolk,Bellingham,1929,,,,,,,
1604 Old Bridge Ln #1604,324900,2,2.5,"1,846",$176 / Sq. Ft.,Condominium,Norfolk,Bellingham,2003,,,,,True,,
160 Mendon St,209900,3,1,995,$211 / Sq. Ft.,Single Family Detached,Norfolk,Bellingham,1955,,,,,,,
200 Paine St,449000,4,2,"2,071",$217 / Sq. Ft.,Single Family Detached,Norfolk,Bellingham,1890,,,True,,,,
626 Maple Brook Rd #626,279900,2,2.5,"1,313",$213 / Sq. Ft.,Condominium,Norfolk,Bellingham,1985,,,,,,True,
28 Highridge Rd,489900,4,2.5,"2,815",$174 / Sq. Ft.,Single Family Detached,Norfolk,Bellingham,2004,,,True,,,,
91 Pine Grove Ave,349999,4,2,"1,536",$228 / Sq. Ft.,2 Family,Norfolk,Bellingham,1955,,,,,,True,
58 S Maple St,475000,4,2.5,"3,504",$136 / Sq. Ft.,Single Family Detached,Norfolk,Bellingham,1991,,,True,,,,
462 Hartford Ave,750000,—,—,—,Sq. Ft.,Commercial,Norfolk,Bellingham,,,,,,,,
3D Old Bridge Ln Unit 3D,329990,2,2.5,"1,715",$192 / Sq. Ft.,Condominium,Norfolk,Bellingham,2017,True,,,,,,
866 S Main St,295000,—,—,—,Sq. Ft.,Commercial,Norfolk,Bellingham,,,,,,,,
25 S Center St,203300,3,1,"1,818",$112 / Sq. Ft.,Single Family Detached,Norfolk,Bellingham,1952,,,,,,,
8 Arrowhead Rd,170000,3,1.5,912,$186 / Sq. Ft.,Single Family Detached,Norfolk,Bellingham,1958,,,,,,,
90 Silver Lake Rd,199900,2,1,"1,029",$194 / Sq. Ft.,Single Family Detached,Norfolk,Bellingham,1948,,,True,True,,,
57 Highridge Rd,619900,4,2.5,"3,200",$194 / Sq. Ft.,Single Family Detached,Norfolk,Bellingham,2016,,,True,,,,
306 Maple St,399000,3,2,"1,603",$249 / Sq. Ft.,Single Family Detached,Norfolk,Bellingham,1972,True,,,,,,
1B Maple Brook Rd Unit 1B,361990,2,2.5,"2,035",$178 / Sq. Ft.,Condominium,Norfolk,Bellingham,2016,True,,,,True,,
1D Old Bridge Ln Unit 1D,356990,2,2.5,"2,035",$175 / Sq. Ft.,Condominium,Norfolk,Bellingham,2016,True,,,,True,,
20 Paine St,100000,2,1.5,972,$103 / Sq. Ft.,Single Family Detached,Norfolk,Bellingham,1925,,,,,True,,
28 Cove St,589000,4,2,"1,708",$345 / Sq. Ft.,Single Family Detached,Barnstable,Onset Village,1935,,,True,,,,
2 Traverse St,579900,4,3,"3,123",$186 / Sq. Ft.,Single Family Detached,Norfolk,Canton,1880,,,True,,True,True,
210 Neponset St #210,449900,3,2.5,"2,000",$225 / Sq. Ft.,Condominium,Norfolk,Canton,2009,,,True,,True,,
2109 Davenport Ave #2109,379000,2,2,"1,051",$361 / Sq. Ft.,Condominium,Norfolk,Canton,2006,True,,True,,,True,True
362 Neponset St Unit F,219900,2,1,871,$252 / Sq. Ft.,Condominium,Norfolk,Canton Junction,1984,True,,True,,True,,
711 Washington St Unit C,299800,2,2,"1,017",$295 / Sq. Ft.,Condominium,Norfolk,Canton,2001,True,True,True,,,,
5 Anna Dr,599900,3,2.5,"2,200",$273 / Sq. Ft.,Single Family Detached,Norfolk,Canton,1964,,,True,,,True,
36 Turtle Brook Rd #36,387500,2,2,"1,789",$217 / Sq. Ft.,Condominium,Norfolk,Canton,2007,True,,True,,True,,
288 Mechanic St,479900,3,1.5,"1,812",$265 / Sq. Ft.,Single Family Detached,Norfolk,Canton,1973,,,True,,True,True,
350 Neponset St Unit B,229900,2,1,860,$267 / Sq. Ft.,Condominium,Norfolk,Canton,1984,,,True,,,,
11 Nancy Cir,650000,4,2.5,"3,228",$201 / Sq. Ft.,Single Family Detached,Norfolk,Canton,1977,,,True,,,,
236 Mechanic St Unit A,269900,2,1,"1,200",$225 / Sq. Ft.,Condominium,Norfolk,Canton,1880,True,,True,,True,,
5 Widberg Ln,729900,5,3,"3,794",$192 / Sq. Ft.,Single Family Detached,Norfolk,Canton,1989,,,,,,,
28 Ames Ave #28,499900,2,2.5,"1,852",$270 / Sq. Ft.,Condominium,Norfolk,Canton,2017,True,,True,,,,
26 Ames Ave #26,535000,2,2.5,"1,852",$289 / Sq. Ft.,Condominium,Norfolk,Canton,2017,True,,True,,,,
3 INDIAN WOODS Way #3,549900,2,3,"2,536",$217 / Sq. Ft.,Condominium,Norfolk,Canton,2004,,,True,,,,
115 Green St,2395000,4,7.5,"8,120",$295 / Sq. Ft.,Single Family Attached,Norfolk,MILTON LINE/BLUE HILLS,2015,,,,,,True,
20 Mount Vernon St,849900,4,2.5,"2,800",$304 / Sq. Ft.,Single Family Detached,Norfolk,Canton,2010,,,True,,,,
30 Strawberry Ln,900000,5,3.5,"4,185",$215 / Sq. Ft.,Single Family Detached,Norfolk,Canton,1988,,,True,,,,
50 Farm St,574900,3,2.5,"1,728",$333 / Sq. Ft.,Single Family Detached,Norfolk,Canton,2009,,,True,,,,
10 Emerson Rd,965000,5,4.5,"4,200",$230 / Sq. Ft.,Single Family Detached,Norfolk,Canton Woods,1993,,,True,,,,
35 June Ter,1050000,4,3.5,"4,300",$244 / Sq. Ft.,Single Family Detached,Norfolk,Pine Ridge Estates,2007,,,True,,True,,
35 Endicott St #1,519900,3,2.5,"1,848",$281 / Sq. Ft.,Condominium,Norfolk,Canton,2017,,,,,True,,
3 Lynn St,650000,5,3.5,"2,814",$231 / Sq. Ft.,Single Family Detached,Norfolk,Canton,1984,,,,,,,
20 Sullivan Way,749900,4,3.5,"2,971",$252 / Sq. Ft.,Single Family Detached,Norfolk,Canton,1999,,,True,,,,
94 York St,610000,3,3,"2,538",$240 / Sq. Ft.,Single Family Detached,Norfolk,Canton,1956,,,True,,,,
25 Stratford Rd,940000,4,3.5,"3,380",$278 / Sq. Ft.,Single Family Attached,Norfolk,Stoneybrook Estates,2001,,,True,,True,,
65 Trayer Rd,559900,4,1.5,"1,750",$320 / Sq. Ft.,Single Family Detached,Norfolk,Canton,1977,,,True,,,,
352 neponset Unit f,228900,2,1,875,$262 / Sq. Ft.,Condominium,Norfolk,Canton,1984,,,,,,,
201 Turnpike St,470000,4,2,"1,674",$281 / Sq. Ft.,Single Family Detached,Norfolk,Canton,1940,,,True,,,,
24 Ames Ave #24,525000,2,2.5,"1,800",$292 / Sq. Ft.,Condominium,Norfolk,Canton,2015,,,,,,,
260 High St,280000,—,—,—,Sq. Ft.,Residential,Norfolk,Canton,,,,,,,,
20 Ames Ave #20,525000,2,2.5,"1,800",$292 / Sq. Ft.,Condominium,Norfolk,Canton,2015,,,,,,,
22 Ames Ave #22,499900,2,2.5,"1,800",$278 / Sq. Ft.,Condominium,Norfolk,Canton Junction,2016,,,,,,,
4 Seminole Rd,769900,3,2.5,"3,088",$249 / Sq. Ft.,Single Family Detached,Norfolk,Algonquin Estates,1985,,,True,,True,,
1 Turtle Brook Rd Unit 1-1,415000,2,2.5,"1,355",$306 / Sq. Ft.,Condominium,Norfolk,Canton,2016,True,,True,,,,
49 Algonquin Rd,839900,5,3.5,"4,800",$175 / Sq. Ft.,Single Family Detached,Norfolk,Algonquin Estates,1969,,,True,,,,
45 Oxbow Rd,1250000,7,5.5,"5,112",$245 / Sq. Ft.,Single Family Detached,Norfolk,Canton,1995,,,True,,,True,
8-10 concord Ave,599900,6,3,"2,646",$227 / Sq. Ft.,Duplex,Norfolk,Canton,1965,,,,,True,,
30 Brooksweld Rd,429900,3,2,"1,488",$289 / Sq. Ft.,Single Family Detached,Norfolk,Ponkapoag,1955,,,,,,,
1100 Pleasant St,439900,4,1.5,"1,680",$262 / Sq. Ft.,Single Family Detached,Norfolk,Canton,1957,,,True,,,,
156 Dedham St,549900,4,2,"2,352",$234 / Sq. Ft.,Single Family Detached,Norfolk,Canton,1885,,,True,,,,
20 Eliot St,479900,3,1.5,"1,620",$296 / Sq. Ft.,Single Family Detached,Norfolk,Canton,1900,,,True,,,,
12 Brookside Rd,999900,4,2.5,"4,018",$249 / Sq. Ft.,Single Family Detached,Norfolk,Canton,2005,,,True,,True,True,
13 Morton St,709900,4,3,"3,200",$222 / Sq. Ft.,Single Family Detached,Norfolk,Canton,1989,,,True,,True,,
1155 Randolph St Lot 6,749000,4,2.5,"2,224",$337 / Sq. Ft.,Single Family Detached,Norfolk,"""CANTON HILL ESTATES""",2017,,,True,,,,
1175 Randolph St Lot 8,749000,4,2.5,"2,224",$337 / Sq. Ft.,Single Family Detached,Norfolk,"""CANTON HILL ESTATES""",2017,,,True,,,,
1135 Randolph St Lot 4,749000,4,2.5,"2,224",$337 / Sq. Ft.,Single Family Detached,Norfolk,"""CANTON HILL ESTATES""",2017,,,True,,,,
86 Turtle Brook Rd Unit 17-1,389000,2,2.5,"1,200",$324 / Sq. Ft.,Condominium,Norfolk,Canton,2016,True,,True,,,,
33 ELM St,789000,3,2.5,"2,236",$353 / Sq. Ft.,Single Family Detached,Norfolk,Canton,1965,,,True,,,,
Lot 2B Mariella Ests,1249900,5,3.5,"4,100",$305 / Sq. Ft.,Single Family Detached,Norfolk,New Subdivision off Dedham St.,2017,,,True,,,,
44 Joy Pl,1895000,4,4,"3,600",$526 / Sq. Ft.,Single Family Detached,Norfolk,Cohasset,2016,,,,,,,
17 Church St,839900,4,2.5,"2,957",$284 / Sq. Ft.,Single Family Detached,Norfolk,Beechwood,1830,,,True,True,True,True,
37 Old Coach Rd,969000,5,2.5,"2,700",$359 / Sq. Ft.,Single Family Detached,Norfolk,Old Coach - Black Rock Beach,1968,,,True,,True,,
55 Ocean Ledge Dr,2495000,4,4.5,"5,640",$442 / Sq. Ft.,Single Family Detached,Norfolk,Cohasset,2016,,,True,,,,
